1,1,0.0055248618784530384,FullAgent@0,(Offer  bid:Bid[Pie: a992, ])
1,2,0.0055248618784530384,FullAgent@1,(Offer  bid:Bid[Pie: a6, ])
2,1,0.011049723756906077,FullAgent@0,(Offer  bid:Bid[Pie: a1000, ])
2,2,0.011049723756906077,FullAgent@1,(Offer  bid:Bid[Pie: a11, ])
3,1,0.016574585635359115,FullAgent@0,(Offer  bid:Bid[Pie: a976, ])
3,2,0.016574585635359115,FullAgent@1,(Offer  bid:Bid[Pie: a26, ])
4,1,0.022099447513812154,FullAgent@0,(Offer  bid:Bid[Pie: a979, ])
4,2,0.022099447513812154,FullAgent@1,(Offer  bid:Bid[Pie: a11, ])
5,1,0.027624309392265192,FullAgent@0,(Offer  bid:Bid[Pie: a967, ])
5,2,0.027624309392265192,FullAgent@1,(Offer  bid:Bid[Pie: a35, ])
6,1,0.03314917127071823,FullAgent@0,(Offer  bid:Bid[Pie: a969, ])
6,2,0.03314917127071823,FullAgent@1,(Offer  bid:Bid[Pie: a40, ])
7,1,0.03867403314917127,FullAgent@0,(Offer  bid:Bid[Pie: a954, ])
7,2,0.03867403314917127,FullAgent@1,(Offer  bid:Bid[Pie: a28, ])
8,1,0.04419889502762431,FullAgent@0,(Offer  bid:Bid[Pie: a960, ])
8,2,0.04419889502762431,FullAgent@1,(Offer  bid:Bid[Pie: a43, ])
9,1,0.049723756906077346,FullAgent@0,(Offer  bid:Bid[Pie: a953, ])
9,2,0.049723756906077346,FullAgent@1,(Offer  bid:Bid[Pie: a53, ])
10,1,0.055248618784530384,FullAgent@0,(Offer  bid:Bid[Pie: a939, ])
10,2,0.055248618784530384,FullAgent@1,(Offer  bid:Bid[Pie: a56, ])
11,1,0.06077348066298342,FullAgent@0,(Offer  bid:Bid[Pie: a938, ])
11,2,0.06077348066298342,FullAgent@1,(Offer  bid:Bid[Pie: a52, ])
12,1,0.06629834254143646,FullAgent@0,(Offer  bid:Bid[Pie: a940, ])
12,2,0.06629834254143646,FullAgent@1,(Offer  bid:Bid[Pie: a71, ])
13,1,0.0718232044198895,FullAgent@0,(Offer  bid:Bid[Pie: a922, ])
13,2,0.0718232044198895,FullAgent@1,(Offer  bid:Bid[Pie: a69, ])
14,1,0.07734806629834254,FullAgent@0,(Offer  bid:Bid[Pie: a933, ])
14,2,0.07734806629834254,FullAgent@1,(Offer  bid:Bid[Pie: a75, ])
15,1,0.08287292817679558,FullAgent@0,(Offer  bid:Bid[Pie: a918, ])
15,2,0.08287292817679558,FullAgent@1,(Offer  bid:Bid[Pie: a88, ])
16,1,0.08839779005524862,FullAgent@0,(Offer  bid:Bid[Pie: a919, ])
16,2,0.08839779005524862,FullAgent@1,(Offer  bid:Bid[Pie: a90, ])
17,1,0.09392265193370165,FullAgent@0,(Offer  bid:Bid[Pie: a900, ])
17,2,0.09392265193370165,FullAgent@1,(Offer  bid:Bid[Pie: a96, ])
18,1,0.09944751381215469,FullAgent@0,(Offer  bid:Bid[Pie: a909, ])
18,2,0.09944751381215469,FullAgent@1,(Offer  bid:Bid[Pie: a106, ])
19,1,0.10497237569060773,FullAgent@0,(Offer  bid:Bid[Pie: a893, ])
19,2,0.10497237569060773,FullAgent@1,(Offer  bid:Bid[Pie: a100, ])
20,1,0.11049723756906077,FullAgent@0,(Offer  bid:Bid[Pie: a890, ])
20,2,0.11049723756906077,FullAgent@1,(Offer  bid:Bid[Pie: a106, ])
21,1,0.11602209944751381,FullAgent@0,(Offer  bid:Bid[Pie: a891, ])
21,2,0.11602209944751381,FullAgent@1,(Offer  bid:Bid[Pie: a122, ])
22,1,0.12154696132596685,FullAgent@0,(Offer  bid:Bid[Pie: a886, ])
22,2,0.12154696132596685,FullAgent@1,(Offer  bid:Bid[Pie: a124, ])
23,1,0.1270718232044199,FullAgent@0,(Offer  bid:Bid[Pie: a865, ])
23,2,0.1270718232044199,FullAgent@1,(Offer  bid:Bid[Pie: a116, ])
24,1,0.13259668508287292,FullAgent@0,(Offer  bid:Bid[Pie: a861, ])
24,2,0.13259668508287292,FullAgent@1,(Offer  bid:Bid[Pie: a129, ])
25,1,0.13812154696132597,FullAgent@0,(Offer  bid:Bid[Pie: a871, ])
25,2,0.13812154696132597,FullAgent@1,(Offer  bid:Bid[Pie: a142, ])
26,1,0.143646408839779,FullAgent@0,(Offer  bid:Bid[Pie: a859, ])
26,2,0.143646408839779,FullAgent@1,(Offer  bid:Bid[Pie: a135, ])
27,1,0.14917127071823205,FullAgent@0,(Offer  bid:Bid[Pie: a843, ])
27,2,0.14917127071823205,FullAgent@1,(Offer  bid:Bid[Pie: a138, ])
28,1,0.15469613259668508,FullAgent@0,(Offer  bid:Bid[Pie: a845, ])
28,2,0.15469613259668508,FullAgent@1,(Offer  bid:Bid[Pie: a157, ])
29,1,0.16022099447513813,FullAgent@0,(Offer  bid:Bid[Pie: a841, ])
29,2,0.16022099447513813,FullAgent@1,(Offer  bid:Bid[Pie: a158, ])
30,1,0.16574585635359115,FullAgent@0,(Offer  bid:Bid[Pie: a834, ])
30,2,0.16574585635359115,FullAgent@1,(Offer  bid:Bid[Pie: a154, ])
31,1,0.1712707182320442,FullAgent@0,(Offer  bid:Bid[Pie: a838, ])
31,2,0.1712707182320442,FullAgent@1,(Offer  bid:Bid[Pie: a175, ])
32,1,0.17679558011049723,FullAgent@0,(Offer  bid:Bid[Pie: a818, ])
32,2,0.17679558011049723,FullAgent@1,(Offer  bid:Bid[Pie: a181, ])
33,1,0.18232044198895028,FullAgent@0,(Offer  bid:Bid[Pie: a827, ])
