1,1,0.0055248618784530384,RandomParty@0,(Offer  bid:Bid[Pie: a230, ])
1,2,0.0055248618784530384,FullAgent@1,(Offer  bid:Bid[Pie: a10, ])
2,1,0.011049723756906077,RandomParty@0,(Offer  bid:Bid[Pie: a120, ])
2,2,0.011049723756906077,FullAgent@1,(Offer  bid:Bid[Pie: a4, ])
3,1,0.016574585635359115,RandomParty@0,(Offer  bid:Bid[Pie: a431, ])
3,2,0.016574585635359115,FullAgent@1,(Offer  bid:Bid[Pie: a22, ])
4,1,0.022099447513812154,RandomParty@0,(Offer  bid:Bid[Pie: a771, ])
4,2,0.022099447513812154,FullAgent@1,(Offer  bid:Bid[Pie: a12, ])
5,1,0.027624309392265192,RandomParty@0,(Offer  bid:Bid[Pie: a253, ])
5,2,0.027624309392265192,FullAgent@1,(Offer  bid:Bid[Pie: a30, ])
6,1,0.03314917127071823,RandomParty@0,(Offer  bid:Bid[Pie: a221, ])
6,2,0.03314917127071823,FullAgent@1,(Offer  bid:Bid[Pie: a27, ])
7,1,0.03867403314917127,RandomParty@0,(Offer  bid:Bid[Pie: a913, ])
7,2,0.03867403314917127,FullAgent@1,(Offer  bid:Bid[Pie: a47, ])
8,1,0.04419889502762431,RandomParty@0,(Offer  bid:Bid[Pie: a654, ])
8,2,0.04419889502762431,FullAgent@1,(Offer  bid:Bid[Pie: a39, ])
9,1,0.049723756906077346,RandomParty@0,(Offer  bid:Bid[Pie: a159, ])
9,2,0.049723756906077346,FullAgent@1,(Offer  bid:Bid[Pie: a52, ])
10,1,0.055248618784530384,RandomParty@0,(Offer  bid:Bid[Pie: a571, ])
10,2,0.055248618784530384,FullAgent@1,(Offer  bid:Bid[Pie: a59, ])
11,1,0.06077348066298342,RandomParty@0,(Offer  bid:Bid[Pie: a306, ])
11,2,0.06077348066298342,FullAgent@1,(Offer  bid:Bid[Pie: a60, ])
12,1,0.06629834254143646,RandomParty@0,(Offer  bid:Bid[Pie: a405, ])
12,2,0.06629834254143646,FullAgent@1,(Offer  bid:Bid[Pie: a71, ])
13,1,0.0718232044198895,RandomParty@0,(Offer  bid:Bid[Pie: a230, ])
13,2,0.0718232044198895,FullAgent@1,(Offer  bid:Bid[Pie: a81, ])
14,1,0.07734806629834254,RandomParty@0,(Offer  bid:Bid[Pie: a112, ])
14,2,0.07734806629834254,FullAgent@1,(Offer  bid:Bid[Pie: a76, ])
15,1,0.08287292817679558,RandomParty@0,(Offer  bid:Bid[Pie: a120, ])
15,2,0.08287292817679558,FullAgent@1,(Offer  bid:Bid[Pie: a79, ])
16,1,0.08839779005524862,RandomParty@0,(Offer  bid:Bid[Pie: a410, ])
16,2,0.08839779005524862,FullAgent@1,(Offer  bid:Bid[Pie: a93, ])
17,1,0.09392265193370165,RandomParty@0,(Offer  bid:Bid[Pie: a681, ])
